EVENT_ID  ISSUE_ID  TYPE        CREATION_DATE           ACTOR            TITLE

​ 4020135916 45037 | renamed | 2020-11-20T10:07:11Z | wanghao0225 | tensorflow version 2.2.0 ;question:WARNING:tensorflow:6 out of the last 11 calls to <function Model.make_predict_function.<locals>.predict_function at 0x0000023B864321F8> triggered tf.function retracing. Tracing is expensive and the excessive number of tracings is likely due to passing python objects instead of tensors. Also, tf.function has experimental_relax_shapes=True option that relaxes argument shapes that can avoid unnecessary retracing. Please refer to https://www.tensorflow.org/tutorials/customization/performance#python_or_tensor_args and https://www.tensorflow.org/api_docs/python/tf/function for more details.
​ 4012948871 33285 | subscribed | 2020-11-18T21:57:45Z | oanush | Failing to download MNIST dataset at load_data()
​ 4012948868 33285 | mentioned | 2020-11-18T21:57:44Z | oanush | Failing to download MNIST dataset at load_data()
​ 4012884963 44735 | subscribed | 2020-11-18T21:41:48Z | Tessil | [TFLite] Disable the unfolding of the BatchMatMulOp for 16-bit inference
​ 4012884955 44735 | mentioned | 2020-11-18T21:41:48Z | Tessil | [TFLite] Disable the unfolding of the BatchMatMulOp for 16-bit inference
​ 4012863394 44961 | subscribed | 2020-11-18T21:35:51Z | Saduf2019 | Quantization op for Reshape is not supported in keras
​ 4012863384 44961 | mentioned | 2020-11-18T21:35:51Z | Saduf2019 | Quantization op for Reshape is not supported in keras
​ 4012856097 25923 | subscribed | 2020-11-18T21:33:48Z | yann-yy | [performance] CPU is idle even when there are operations ready to be executed
​ 4012856087 25923 | mentioned | 2020-11-18T21:33:48Z | yann-yy | [performance] CPU is idle even when there are operations ready to be executed
​ 4012790561 44747 | unlabeled | 2020-11-18T21:17:29Z | kokoro-team | [PluggableDevice]Add kernel and stream executor c api extension
​ 4012786545 44747 | labeled | 2020-11-18T21:16:31Z | tensorflow-butler[bot] | [PluggableDevice]Add kernel and stream executor c api extension
​ 4012786544 44747 | labeled | 2020-11-18T21:16:31Z | tensorflow-butler[bot] | [PluggableDevice]Add kernel and stream executor c api extension
​ 4012785401 44970 | subscribed | 2020-11-18T21:16:16Z | bhack | Why tf.data.Dataset.map() still unknown TensorShape?
​ 4012785397 44970 | mentioned | 2020-11-18T21:16:16Z | bhack | Why tf.data.Dataset.map() still unknown TensorShape?
​ 4012785387 44970 | closed | 2020-11-18T21:16:16Z | jsimsa | Why tf.data.Dataset.map() still unknown TensorShape?
​ 4012766169 42425 | subscribed | 2020-11-18T21:11:41Z | jvishnuvardhan | Convert savedmodel to h5 Keras format - AttributeError: 'AutoTrackable' object has no attribute 'summary'
​ 4012766165 42425 | mentioned | 2020-11-18T21:11:41Z | jvishnuvardhan | Convert savedmodel to h5 Keras format - AttributeError: 'AutoTrackable' object has no attribute 'summary'
​ 4012688148 44979 | closed | 2020-11-18T20:50:29Z | mapa17 | tf.keras.Model.fit() fails with RaggedTensor if using validation_split
​ 4012658812 44649 | labeled | 2020-11-18T20:41:53Z | tensorflow-butler[bot] | ValueError: All inputs to `ConcreteFunction`s must be Tensors
​ 4012653181 44970 | subscribed | 2020-11-18T20:40:15Z | amahendrakar | Why tf.data.Dataset.map() still unknown TensorShape?
​ 4012653176 44970 | mentioned | 2020-11-18T20:40:15Z | amahendrakar | Why tf.data.Dataset.map() still unknown TensorShape?
​ 4012653170 44970 | subscribed | 2020-11-18T20:40:15Z | Runist | Why tf.data.Dataset.map() still unknown TensorShape?
​ 4012653165 44970 | mentioned | 2020-11-18T20:40:15Z | Runist | Why tf.data.Dataset.map() still unknown TensorShape?
​ 4012653157 44970 | subscribed | 2020-11-18T20:40:14Z | jsimsa | Why tf.data.Dataset.map() still unknown TensorShape?
​ 4012653152 44970 | mentioned | 2020-11-18T20:40:14Z | jsimsa | Why tf.data.Dataset.map() still unknown TensorShape?
​ 4012644000 44991 | labeled | 2020-11-18T20:37:44Z | google-cla[bot] | [INTEL MKL] MKL DNN 0.x code clean -- pooling ops
​ 4012643908 44991 | labeled | 2020-11-18T20:37:42Z | tensorflow-butler[bot] | [INTEL MKL] MKL DNN 0.x code clean -- pooling ops
​ 4012625674 42425 | labeled | 2020-11-18T20:32:49Z | jvishnuvardhan | Convert savedmodel to h5 Keras format - AttributeError: 'AutoTrackable' object has no attribute 'summary'
​ 4012625225 42425 | subscribed | 2020-11-18T20:32:41Z | dfvr1994 | Convert savedmodel to h5 Keras format - AttributeError: 'AutoTrackable' object has no attribute 'summary'
​ 4012625223 42425 | mentioned | 2020-11-18T20:32:41Z | dfvr1994 | Convert savedmodel to h5 Keras format - AttributeError: 'AutoTrackable' object has no attribute 'summary'
​ 4012623878 44339 | labeled | 2020-11-18T20:32:16Z | ymodak | Tensorflow auto killed my training processing.
​ 4012623510 44725 | closed | 2020-11-18T20:32:11Z | MeghnaNatraj | module 'tensorflow.lite.python.schema_py_generated' has no attribute 'Model'
​ 4012610089 39232 | subscribed | 2020-11-18T20:28:34Z | anencore94 | Upgrade/Provide Docker Images based on Ubuntu 20.04 LTS
​ 4012610085 39232 | mentioned | 2020-11-18T20:28:34Z | anencore94 | Upgrade/Provide Docker Images based on Ubuntu 20.04 LTS
​ 4012604647 44339 | labeled | 2020-11-18T20:27:09Z | ymodak | Tensorflow auto killed my training processing.
​ 4011908834 31092 | mentioned | 2020-11-18T17:36:37Z | NALanhnt2 | Tensorflow-lite gpu ios memory leak
​ 4011908827 31092 | subscribed | 2020-11-18T17:36:37Z | zuoshaobo | Tensorflow-lite gpu ios memory leak
​ 4011908825 31092 | mentioned | 2020-11-18T17:36:37Z | zuoshaobo | Tensorflow-lite gpu ios memory leak
​ 4011908815 31092 | closed | 2020-11-18T17:36:36Z | impjdi | Tensorflow-lite gpu ios memory leak
​ 4011891609 43566 | unlabeled | 2020-11-18T17:32:37Z | kokoro-team | TFLu: Port TFL detection postprocess operator
​ 4011888180 43566 | labeled | 2020-11-18T17:31:47Z | tensorflow-butler[bot] | TFLu: Port TFL detection postprocess operator
​ 4011888175 43566 | labeled | 2020-11-18T17:31:47Z | tensorflow-butler[bot] | TFLu: Port TFL detection postprocess operator
​ 4011869415 44646 | assigned | 2020-11-18T17:27:27Z | qlzh727 | Bug when a custom tf.keras.models.Model has multiple class inheritance
​ 4011866077 44903 | subscribed | 2020-11-18T17:26:52Z | Sunnyday2016 | tflite: why using mali gpu will cause memory leak?
​ 4011866070 44903 | mentioned | 2020-11-18T17:26:52Z | Sunnyday2016 | tflite: why using mali gpu will cause memory leak?
​ 4011860663 44176 | subscribed | 2020-11-18T17:25:52Z | federicoruggeri | Massive memory leaks due to data.Dataset.shuffle
​ 4011860658 44176 | mentioned | 2020-11-18T17:25:52Z | federicoruggeri | Massive memory leaks due to data.Dataset.shuffle
​ 4011832143 44586 | labeled | 2020-11-18T17:19:43Z | amahendrakar | ImportError: DLL load failed: A dynamic link library (DLL) initialization routine failed.
​ 4011831751 44586 | subscribed | 2020-11-18T17:19:37Z | parthshahengg | ImportError: DLL load failed: A dynamic link library (DLL) initialization routine failed.
​ 4011831747 44586 | mentioned | 2020-11-18T17:19:37Z | parthshahengg | ImportError: DLL load failed: A dynamic link library (DLL) initialization routine failed.
​ 4011766205 44965 | closed | 2020-11-18T17:05:43Z | talumbau | How to run TFLite on specific CPUs?
​ 4011722870 44985 | labeled | 2020-11-18T16:56:44Z | google-cla[bot] | xrt ops use bfc_allocator instead
​ 4011722834 44985 | unlabeled | 2020-11-18T16:56:44Z | google-cla[bot] | xrt ops use bfc_allocator instead
​ 4011722581 44985 | subscribed | 2020-11-18T16:56:40Z | googlebot | xrt ops use bfc_allocator instead
​ 4011722576 44985 | mentioned | 2020-11-18T16:56:40Z | googlebot | xrt ops use bfc_allocator instead
​ 4011664569 44282 | subscribed | 2020-11-18T16:44:48Z | satishpasumarthi | update grpc to v1.32.0 to fix val.val issues while compiling TFS from source
​ 4011664558 44282 | mentioned | 2020-11-18T16:44:48Z | satishpasumarthi | update grpc to v1.32.0 to fix val.val issues while compiling TFS from source
​ 4011664041 44985 | labeled | 2020-11-18T16:44:42Z | google-cla[bot] | xrt ops use bfc_allocator instead
​ 4011663861 44985 | review_requested | 2020-11-18T16:44:39Z | tensorflow-butler[bot] | xrt ops use bfc_allocator instead
​ 4011663786 44985 | labeled | 2020-11-18T16:44:38Z | tensorflow-butler[bot] | xrt ops use bfc_allocator instead
​ 4011650932 44575 | closed | 2020-11-18T16:41:54Z | tensorflow-butler[bot] | tflite Converting unsupported operation: MatrixInverse
​ 4011648652 44723 | closed | 2020-11-18T16:41:26Z | maxkaustav | When using opt.apply_gradient(zip(grads,model.trainable variables))
​ 4011616376 44867 | labeled | 2020-11-18T16:34:56Z | gbaned | add CheckpointManager example
​ 4011613792 43900 | subscribed | 2020-11-18T16:34:23Z | DEKHTIARJonathan | [TF-TRT] Cast now supports more conversions if TRT >= 7.0.0.11
​ 4011613784 43900 | mentioned | 2020-11-18T16:34:23Z | DEKHTIARJonathan | [TF-TRT] Cast now supports more conversions if TRT >= 7.0.0.11
​ 4011613002 44862 | labeled | 2020-11-18T16:34:14Z | gbaned | [INTEL MKL] DNN 0.x code cleanup - backward conv ops
​ 4011609043 44827 | unlabeled | 2020-11-18T16:33:25Z | kokoro-team | Adding the description corresponding to subset=validation, added raises section and modified save_format
​ 4011605098 44827 | labeled | 2020-11-18T16:32:36Z | gbaned | Adding the description corresponding to subset=validation, added raises section and modified save_format
​ 4011598428 44823 | labeled | 2020-11-18T16:31:11Z | gbaned | [INTEL MKL] DNN 0.x code cleanup - forward conv ops
​ 4011597392 44810 | review_requested | 2020-11-18T16:30:59Z | gbaned | Use fixed arch-specific device memory reserve
​ 4011595006 44794 | labeled | 2020-11-18T16:30:29Z | gbaned | [CostModel] Generating CostGraphDef with Global Index
​ 4011591929 44786 | labeled | 2020-11-18T16:29:50Z | gbaned | Fix slim record_writer compression type
​ 4011586158 44735 | labeled | 2020-11-18T16:28:43Z | gbaned | [TFLite] Disable the unfolding of the BatchMatMulOp for 16-bit inference
​ 4011585335 44735 | review_requested | 2020-11-18T16:28:33Z | gbaned | [TFLite] Disable the unfolding of the BatchMatMulOp for 16-bit inference
​ 4011581638 44732 | labeled | 2020-11-18T16:27:48Z | gbaned | [Dockerfile] move stubs to the end of LD_LIBRARY_PATH
​ 4011579069 44729 | review_requested | 2020-11-18T16:27:18Z | gbaned | Change TFLu Renode tests flow
​ 4011578786 44729 | review_request_removed | 2020-11-18T16:27:14Z | gbaned | Change TFLu Renode tests flow
​ 4011576768 44726 | review_requested | 2020-11-18T16:26:52Z | gbaned | Expand the TFLu Renode docs
​ 4011576400 44726 | review_request_removed | 2020-11-18T16:26:47Z | gbaned | Expand the TFLu Renode docs
​ 4011572769 44702 | review_requested | 2020-11-18T16:26:04Z | gbaned | support SparseToDenseOp on GPU
​ 4011571317 44702 | labeled | 2020-11-18T16:25:48Z | gbaned | support SparseToDenseOp on GPU
​ 4011569476 44676 | subscribed | 2020-11-18T16:25:26Z | albertvillanova | Fix wrong new line
​ 4011569467 44676 | mentioned | 2020-11-18T16:25:26Z | albertvillanova | Fix wrong new line
​ 4011500956 44984 | assigned | 2020-11-18T16:11:47Z | Saduf2019 | Incorrect error handling for invalid input names on SavedModel export
​ 4011500778 44984 | labeled | 2020-11-18T16:11:45Z | dwyatte | Incorrect error handling for invalid input names on SavedModel export
​ 4011476883 44591 | subscribed | 2020-11-18T16:07:00Z | amahendrakar | BUG!! tf.keras.model.summary() output is wrong
​ 4011476878 44591 | mentioned | 2020-11-18T16:07:00Z | amahendrakar | BUG!! tf.keras.model.summary() output is wrong
​ 4011463065 44202 | head_ref_deleted | 2020-11-18T16:04:25Z | hartikainen | Allow unit-length Concatenate-layer input
​ 4011406639 44428 | assigned | 2020-11-18T15:54:03Z | ymodak | OP_REQUIRES failed at constant_op.cc
​ 4011406630 44428 | unassigned | 2020-11-18T15:54:03Z | amahendrakar | OP_REQUIRES failed at constant_op.cc
​ 4011405939 44428 | labeled | 2020-11-18T15:53:55Z | amahendrakar | OP_REQUIRES failed at constant_op.cc
​ 4011405937 44428 | unlabeled | 2020-11-18T15:53:55Z | amahendrakar | OP_REQUIRES failed at constant_op.cc
 4011405935 44428 | unlabeled | 2020-11-18T15:53:55Z | amahendrakar | OP_REQUIRES failed at constant_op.cc
 4011397386 44983 | assigned | 2020-11-18T15:52:16Z | ravikyram | tf.image.per_image_standardization unexpected behavior with unsigned integer input
 4011397254 44983 | labeled | 2020-11-18T15:52:14Z | Engineero | tf.image.per_image_standardization unexpected behavior with unsigned integer input
 4011378803 44982 | assigned | 2020-11-18T15:48:35Z | amahendrakar | TF Lite LSH Projection returns different results on Big Endian and Little Endian Machines
 4011378663 44982 | labeled | 2020-11-18T15:48:33Z | Sidong-Wei | TF Lite LSH Projection returns different results on Big Endian and Little Endian Machines
 4011306990 44613 | unlabeled | 2020-11-18T15:34:34Z | Saduf2019 | [TF 2.4] KerasTensor breaks typing compatibility
 4011300155 44981 | assigned | 2020-11-18T15:33:11Z | Saduf2019 | Gives error on dumping images to the tensorboard when training with TPU using gradient tape.
 4011300001 44981 | labeled | 2020-11-18T15:33:10Z | coreqode | Gives error on dumping images to the tensorboard when training with TPU using gradient tape.
 4011260209 43957 | unlabeled | 2020-11-18T15:25:29Z | kokoro-team | [TFLite] Add int16x8 support for RESIZE_BILINEAR operator
 4011256085 43957 | moved_columns_in_project | 2020-11-18T15:24:41Z | fredrec | [TFLite] Add int16x8 support for RESIZE_BILINEAR operator
 4011255856 43957 | labeled | 2020-11-18T15:24:38Z | tensorflow-butler[bot] | [TFLite] Add int16x8 support for RESIZE_BILINEAR operator
 4011255855 43957 | labeled | 2020-11-18T15:24:38Z | tensorflow-butler[bot] | [TFLite] Add int16x8 support for RESIZE_BILINEAR operator
 4011249219 44613 | subscribed | 2020-11-18T15:23:18Z | Saduf2019 | [TF 2.4] KerasTensor breaks typing compatibility
 4011249212 44613 | mentioned | 2020-11-18T15:23:18Z | Saduf2019 | [TF 2.4] KerasTensor breaks typing compatibility
 4011221332 44973 | labeled | 2020-11-18T15:18:05Z | amahendrakar | When training on the TPU, loss  is in PerReplica dictionary format. Any way to convert it in normal numpy/tensor format?
 4011220703 44973 | subscribed | 2020-11-18T15:17:56Z | coreqode | When training on the TPU, loss  is in PerReplica dictionary format. Any way to convert it in normal numpy/tensor format?
 4011220699 44973 | mentioned | 2020-11-18T15:17:56Z | coreqode | When training on the TPU, loss  is in PerReplica dictionary format. Any way to convert it in normal numpy/tensor format?
 4011198635 44613 | labeled | 2020-11-18T15:13:43Z | Saduf2019 | [TF 2.4] KerasTensor breaks typing compatibility
 4011197711 44613 | subscribed | 2020-11-18T15:13:33Z | lgeiger | [TF 2.4] KerasTensor breaks typing compatibility
 4011197707 44613 | mentioned | 2020-11-18T15:13:33Z | lgeiger | [TF 2.4] KerasTensor breaks typing compatibility
 4011196970 44970 | assigned | 2020-11-18T15:13:24Z | ymodak | Why tf.data.Dataset.map() still unknown TensorShape?
 4011196964 44970 | unassigned | 2020-11-18T15:13:24Z | amahendrakar | Why tf.data.Dataset.map() still unknown TensorShape?
 4011196807 44447 | subscribed | 2020-11-18T15:13:22Z | smit-hinsu | Compiler Test cases with tf-mlir-translate pass/crash with specific build flag on s390x architecture
 4011196804 44447 | mentioned | 2020-11-18T15:13:22Z | smit-hinsu | Compiler Test cases with tf-mlir-translate pass/crash with specific build flag on s390x architecture
 4011192964 44970 | labeled | 2020-11-18T15:12:37Z | amahendrakar | Why tf.data.Dataset.map() still unknown TensorShape?
 4011192960 44970 | labeled | 2020-11-18T15:12:37Z | amahendrakar | Why tf.data.Dataset.map() still unknown TensorShape?
 4011184555 44801 | assigned | 2020-11-18T15:11:02Z | ymodak | Tutorial code freezes indefinitely on TF 2.4 with tf.function
 4011184543 44801 | unassigned | 2020-11-18T15:11:02Z | Saduf2019 | Tutorial code freezes indefinitely on TF 2.4 with tf.function
 4011181237 44852 | labeled | 2020-11-18T15:10:25Z | Saduf2019 | `GetIntPtr` in `tensorflow/lite/tools/verifier.cc` do not get correct value on Big Endian machine
 4011180556 44852 | labeled | 2020-11-18T15:10:17Z | Saduf2019 | `GetIntPtr` in `tensorflow/lite/tools/verifier.cc` do not get correct value on Big Endian machine
 4011177643 44896 | labeled | 2020-11-18T15:09:42Z | Saduf2019 | Convert using integer-only quantization problem
 4011169875 44947 | assigned | 2020-11-18T15:08:10Z | ymodak | How to save a TensorFlow model to use in ML.NET
 4011169865 44947 | unassigned | 2020-11-18T15:08:10Z | Saduf2019 | How to save a TensorFlow model to use in ML.NET
 4011168860 44947 | labeled | 2020-11-18T15:07:59Z | Saduf2019 | How to save a TensorFlow model to use in ML.NET
 4011160383 44978 | labeled | 2020-11-18T15:06:19Z | Saduf2019 | error when compute gradients
 4011159566 44978 | subscribed | 2020-11-18T15:06:11Z | Lihengwannafly | error when compute gradients
 4011159563 44978 | mentioned | 2020-11-18T15:06:11Z | Lihengwannafly | error when compute gradients
 4011159217 44584 | review_requested | 2020-11-18T15:06:07Z | gbaned | Add several fixes for s390x architecture and other Big-Endian systems
 4011156182 44581 | unlabeled | 2020-11-18T15:05:32Z | gbaned | Cadence xtensa_hifi kernels update
 4011154275 44668 | subscribed | 2020-11-18T15:05:11Z | psalveson | Unable to "import tensorflow" using 2.4.0rc0 from within conda environment
